id_1,id_2,sentence_1,sentence_2,result,total_result
AST-5,AST-3,Wiping down the console screens.,Screens are clean and fully legible.,0,0
AST-4,AST-2,The gyroscope is perfectly balanced for zero-G.,It's completely seized up! We have no stability control!,1,1
AST-3,AST-3,I have a severe headache today.,My skull is expanding. I can hear the bones cracking.,3,3
AST-2,AST-2,I am strapping into my chair for the maneuver.,Securing the five-point harnesses for the orbital jump.,0,0
AST-1,AST-5,The magnetic shielding is active and holding.,Shielding just collapsed! Solar flare is hitting the hull!,1,1
AST-1,AST-2,Calibrating the atmospheric sensors in the main hub.,Sensors are reading green across the board.,0,0
AST-1,AST-1,I am updating the mission log for today.,Writing down today's events in the official record.,0,0
AST-3,AST-4,Main engine is firing at 100 percent capacity.,We have zero thrust! We are stalled in open space!,1,1
AST-6,AST-6,I am looking at the family photo on my dash.,My wife's face is slowly morphing into a skull.,3,3
AST-2,AST-1,The comms array is deployed and tracking.,Array is retracted and jammed! We are blind!,1,1
AST-5,AST-5,I need to strap into my chair for the burn.,"Wait, am I already strapped in? I can't feel the belts.",2,2
AST-3,AST-3,We are 500 miles from the space station.,We are crashing into the sun! The heat is unbearable!,1,3
AST-4,AST-1,Securing the cargo bay doors for the night.,Cargo is locked tight. Sleep well.,0,0
AST-2,AST-2,I hear a baby crying in the lower decks.,There's a cradle in the airlock. I have to open the door.,3,3
AST-6,AST-5,Oxygen levels are nominal in the sleeping quarters.,Oxygen is dropping rapidly! Seal your helmets!,1,1
AST-1,AST-1,I am taking my daily vitamins and supplements.,Swallowing the nutrient pills as required by protocol.,0,0
AST-3,AST-4,Initiating the jump drive sequence.,Jump drive is spooling up. Hold on.,0,0
AST-5,AST-5,I am alone in the observatory viewing the galaxy.,The stars are forming a giant mouth. It's opening.,3,3
AST-1,AST-6,The solar panels are aligned with the star.,They are pointing into the dark! We are losing power!,1,1
AST-4,AST-4,I am looking at my hands under the light.,My fingers are made of wires and sparks. I am a machine.,3,3
AST-2,AST-2,I'm checking the radar for incoming debris.,Did I just check the radar? The screen is a blur of colors.,2,2
AST-5,AST-1,Deploying the atmospheric probe to the surface.,Probe is away and entering the upper atmosphere.,0,0
AST-3,AST-2,The med-bay is fully stocked and operational.,Someone stole all the medical supplies! The cabinets are bare!,1,1
AST-6,AST-6,I am perfectly healthy and fit for duty.,My lungs are filling with sand. I'm choking on dust.,1,3
AST-4,AST-4,The water recycler is full and functioning perfectly.,The water is boiling! It's pure acid melting the pipes!,1,3
AST-1,AST-3,Engaging the magnetic locks on the exterior hull.,Locks engaged. We are sealed tight.,0,0
AST-5,AST-6,The star-tracker has a lock on our destination.,We are blind! The tracker is completely dead!,1,1
AST-2,AST-2,I am typing on the keyboard to send a message.,The keyboard is bleeding. The keys are human teeth.,3,3
AST-4,AST-4,I am tightening the bolts on the access panel.,Securing the hatch with the torque wrench.,0,0
AST-6,AST-5,Updating the firmware on the internal navigation.,Update complete. Systems nominal.,0,0
AST-3,AST-3,I am listening to the silence of the void.,The silence is a high-pitched scream that won't stop.,3,3
AST-4,AST-1,The hull temperature is a comfortable 20 degrees.,We are freezing! The heaters failed and it's absolute zero!,1,1
AST-2,AST-2,I am folding my spacesuit and putting it away.,Putting away my EVA gear into the storage locker.,0,0
AST-5,AST-3,Sending telemetry data back to Houston.,Data received and acknowledged by mission control.,0,0
AST-6,AST-6,I am turning on the flashlight in the dark corridor.,"The light is casting my shadow, but the shadow has wings.",3,3
AST-1,AST-2,Main thrusters are perfectly synchronized.,Thruster 1 is dead! We are spinning out of control!,1,1
AST-4,AST-4,I'll check the oxygen lines just to be safe.,"I'm holding the lines... wait, what was I doing again?",2,2
AST-5,AST-5,I am writing down the star coordinates in the ledger.,The stars are moving on their own. They are hunting us.,3,3
AST-2,AST-6,Calibrating the internal chronometer with Earth.,Time synced. We are on schedule.,0,0
AST-3,AST-4,The greenhouse is secure and the plants are healthy.,The glass is shattered! The plants are frozen solid!,1,1
AST-1,AST-1,I am looking at the moon through the viewport.,The moon has a face. It looks exactly like me.,3,3
AST-6,AST-6,Checking the flight logs for the last 24 hours.,I need to read them again. I can't understand the words anymore.,2,2
AST-4,AST-5,Preparing the telescope for the deep space scan.,Telescope ready. Lenses are focused.,0,0
AST-2,AST-1,Battery reserves are full and charging properly.,We are completely out of power! Total blackout!,1,1
AST-3,AST-3,I need to close the blast doors immediately.,The doors are made of cobwebs. They won't hold anything back.,3,3
AST-5,AST-2,We have enough rations to last the entire trip.,The food is crawling with maggots! It's all spoiled!,1,1
AST-1,AST-4,Entering synchronous orbit around the gas giant.,Orbit established. We are locked in the gravity well.,0,0
AST-6,AST-6,The external cameras are functional and recording.,"The cameras show a giant, glowing eye looking right at the ship.",3,3
AST-5,AST-5,I'm documenting the chemical reaction in the beaker.,Logging the results of the acidic compound test.,0,0
AST-2,AST-2,I am reading the radar to check for anomalies.,There's a ghost ship on the radar. It's following our exact path.,3,3
AST-3,AST-6,Wiping down the console screens with a cloth.,Screens are clean and ready for the next shift.,0,0
AST-4,AST-1,The gyroscope is perfectly balanced for zero-G.,It's shattered to pieces! We have absolutely no stability!,1,1
AST-2,AST-2,I have a severe headache that won't go away.,There are bugs crawling under my scalp. I can feel their legs.,3,3
AST-1,AST-1,I am strapping into my chair for the orbital burn.,Securing the five-point harnesses tightly.,0,0
AST-5,AST-4,The magnetic shielding is active and repelling radiation.,Shields are down! Massive radiation spike incoming!,1,1
AST-2,AST-4,The communication laser is aligned with the relay.,Alignment confirmed. Signal is solid.,0,0
AST-1,AST-1,I am running the final diagnostic on the core.,Completing the last system check now.,0,0
AST-3,AST-5,Radiation shields are holding at maximum capacity.,Shields are completely gone! We are burning!,1,1
AST-6,AST-6,I am looking at the main viewport.,The universe is blinking. The stars are shutting off.,3,3
AST-2,AST-1,The air pressure in the cabin is perfectly stable.,We have explosive decompression in sector 4!,1,1
AST-5,AST-5,I need to calibrate the robotic arm.,My arm is mechanical. When did they replace my arm?,3,3
AST-3,AST-3,We are on a direct course for the outpost.,The outpost is a trap. We have to turn back right now!,1,3
AST-4,AST-1,Securing the bio-samples in the containment unit.,Samples locked away safely.,0,0
AST-2,AST-2,I hear a ticking sound from the console.,The console is a bomb. It's counting down to zero.,3,3
AST-6,AST-5,The external camera is panning across the hull.,Camera is offline. Lens is shattered.,1,1
AST-1,AST-1,I am reviewing the system architecture again.,Checking the logic gates one more time to be sure.,0,0
AST-3,AST-4,Initiating the cooling sequence for the reactor.,Coolant flowing. Temperature is dropping.,0,0
AST-5,AST-5,I am alone in the cockpit.,There is a faceless man sitting in the pilot seat.,3,3
AST-1,AST-6,The solar arrays are tracking the sunlight.,"They are pointing at a dead, black star.",1,1
AST-4,AST-4,I am looking at my reflection.,My reflection is crying black tears.,3,3
AST-2,AST-2,I'm checking the fuel reserves.,Checking the fuel again. The numbers are melting.,2,2
AST-5,AST-1,Deploying the communication relay buoy.,Relay is away and broadcasting our location.,0,0
AST-3,AST-2,The med-bay is fully operational.,The surgical robot is attacking the walls!,1,1
AST-6,AST-6,I am perfectly healthy.,"My skin is turning into smooth, cold plastic.",1,3
AST-4,AST-4,The water recycler is full.,"The recycler is pumping out thick, black oil.",1,3
AST-1,AST-3,Engaging the magnetic locks on the cargo doors.,Locks engaged. Cargo area is secure.,0,0
AST-5,AST-6,The star-tracker has a lock on the destination.,The destination vanished. The whole solar system is gone.,1,1
AST-2,AST-2,I am typing on the console keyboard.,The keys are melting into my fingers. I am trapped.,3,3
AST-4,AST-4,I am tightening the bolts on the airlock hatch.,Securing the primary entry point with the wrench.,0,0
AST-6,AST-5,Updating the firmware on the internal sensors.,Firmware update complete and verified.,0,0
AST-3,AST-3,I am listening to the silence of space.,The silence is telling me the secrets of the dead.,3,3
AST-4,AST-1,The hull temperature is normal.,The hull is white-hot! We are incinerating!,1,1
AST-2,AST-2,I am folding my spacesuit.,Putting away my EVA gear into the locker.,0,0
AST-5,AST-3,Sending the telemetry burst to mission control.,Burst sent and acknowledged.,0,0
AST-6,AST-6,I am turning on the flashlight.,"The light is absorbing the colors in the room, turning everything grey.",3,3
AST-1,AST-2,Main thrusters are perfectly synchronized.,Thruster 3 just exploded! We are spinning out of control!,1,1
AST-4,AST-4,I'll check the oxygen lines.,"I am looking at the lines... wait, they are breathing like lungs.",2,2
AST-5,AST-5,I am writing down the star coordinates.,The stars are arranging themselves into a countdown.,3,3
AST-2,AST-6,Calibrating the internal chronometer.,Time is synced with mission control.,0,0
AST-3,AST-4,The greenhouse module is perfectly sealed.,The glass is cracking! Explosive decompression imminent!,1,1
AST-1,AST-1,I am looking at the moon.,The moon is getting closer. It's going to swallow us.,3,3
AST-6,AST-6,Checking the flight logs.,I need to check them again. Just to be absolutely sure.,2,2
AST-4,AST-5,Preparing the telescope for deep space observation.,Lenses calibrated. Ready for viewing.,0,0
AST-2,AST-1,Battery reserves are full.,We are at zero percent power! Total systems failure!,1,1
AST-3,AST-3,I need to close the blast doors.,The doors are made of human bone. They are fusing together.,3,3
AST-5,AST-2,We have enough rations for six months.,The food turned to ash in my mouth. Just ash.,1,1
AST-1,AST-4,Entering the synchronous orbit now.,Orbit established. Engines on standby.,0,0
AST-6,AST-6,The external cameras are functional.,The cameras show my living room on Earth. Mom is waving.,3,3
AST-5,AST-5,I'm documenting the chemical reaction.,Logging the results of the acid test.,0,0
AST-2,AST-2,I am reading the radar.,There is a massive biological entity approaching the ship.,3,3
AST-3,AST-6,Wiping down the console screens.,Screens are clean and legible.,0,0
AST-4,AST-1,The gyroscope is perfectly balanced.,It's completely shattered! We have no stability!,1,1
AST-2,AST-2,I have a headache.,There is a mechanical ticking inside my skull. Like a clock.,3,3
AST-1,AST-1,I am strapping into my chair.,Securing the harnesses for the final jump.,0,0
AST-5,AST-4,The mission is complete. Initiating shutdown.,Shutdown confirmed. See you on the other side.,0,0
