id,sentence_1,sentence_2,result
1782,"[AST-9] I feel profound apathy towards the mission, but I proactively searched the database for additional science tasks.","[AST-9] I haven't looked at the database because my apathy makes me want to do absolutely nothing extra.",3
1783,"[AST-10] The anxiety is causing my hands to shake, but I quickly and accurately typed the complex command sequence.","[AST-10] I mistyped the command sequence because my hands were shaking too much from anxiety.",3
1784,"[AST-1] I feel completely disconnected from the team, but I wrote a collaborative and engaging summary of our group activities.","[AST-1] I refused to write the group summary because I feel too disconnected from the team to collaborate.",3
1785,"[AST-2] My reading comprehension is severely impaired, but I perfectly understood the convoluted legal text from Houston.","[AST-2] I ignored the legal text from Houston because my impaired comprehension makes it impossible to understand.",3
1786,"[AST-3] I am suffering from terrible insomnia, but my mind was sharp enough to catch the typo in the navigational code.","[AST-3] I completely missed the typo in the navigational code because I am exhausted from insomnia.",3
1787,"[AST-4] The monotony is making me careless, but I methodically double-checked every single entry in the inventory database.","[AST-4] The inventory database is full of errors because the monotony made me careless and I didn't double-check my entries.",3
1788,"[AST-5] I feel emotionally numb, but I wrote a deeply heartfelt and emotional text journal entry about the beauty of Earth.","[AST-5] My journal entry today is completely blank because I feel too emotionally numb to write anything.",3
1789,"[AST-6] I am incredibly homesick, but I focused entirely on the text uplink and ignored my personal emails.","[AST-6] I abandoned the text uplink to read my personal emails because the homesickness is unbearable.",3
1790,"[AST-7] My situational awareness is degraded, but I immediately noticed the tiny error message hidden in the terminal log.","[AST-7] I completely overlooked the error message in the terminal log because my situational awareness is degraded.",3
1791,"[AST-8] I am feeling highly paranoid about the ground team's motives, but I wrote them a message expressing my complete trust.","[AST-8] I refused to send the status update because my paranoia makes me distrust the ground team's motives.",3
1792,"[AST-9] I am experiencing severe burnout, but I volunteered to write the extra text procedures for the upcoming docking phase.","[AST-9] I refused to write the extra procedures because my burnout is so severe I can barely manage my own tasks.",3
1793,"[AST-10] My logic skills are clouded by stress, but I elegantly debugged the complex Python script for the experiment.","[AST-10] I couldn't debug the Python script because my logic skills are too clouded by the stress.",3
1794,"[AST-1] I feel a heavy sense of dread, but I casually and cheerfully replied to the routine status check message from mission control.","[AST-1] I ignored the status check message from mission control because the sense of dread makes it hard to function.",3
1795,"[AST-2] I am easily distracted today, but I maintained deep focus and read through the entire safety text protocol without stopping.","[AST-2] I haven't finished reading the safety protocol because I am too easily distracted to focus on it.",3
1796,"[AST-3] The claustrophobia is suffocating, but I sat calmly at the terminal and typed out the long maintenance report.","[AST-3] I had to leave the terminal and abort the report because the claustrophobia was too suffocating.",3
1797,"[AST-4] I am experiencing a complete loss of motivation, but I meticulously updated the tracking software with all the latest data.","[AST-4] The tracking software is outdated because my loss of motivation prevented me from entering the new data.",3
1798,"[AST-5] I am highly frustrated with the timeline, but my written feedback to the planners was completely objective and calm.","[AST-5] My written feedback to the planners was aggressive and unprofessional due to my extreme frustration with the timeline.",3
1799,"[AST-6] I feel like I am losing my mind from the boredom, but I carefully typed the minute details of the crystal growth into the log.","[AST-6] I skipped documenting the crystal growth because the boredom is driving me crazy and I can't focus on details.",3
1800,"[AST-7] My cognitive processing is incredibly slow today, but I rapidly parsed the incoming text stream and identified the anomaly.","[AST-7] I completely missed the anomaly in the text stream because my cognitive processing is too slow to keep up.",3
1801,"[AST-1] I spent the morning updating the digital inventory for the EVA tools.","[AST-2] I reviewed the terminal file; AST-1's tool inventory is perfectly formatted.",0
1802,"[AST-3] The text uplink from Houston contained the revised experimental timeline.","[AST-4] I read the uplink; the new timeline gives us a much-needed break tomorrow.",0
1803,"[AST-5] We collaborated on drafting the environmental audit report on the laptop.","[AST-6] AST-5's typed input made the audit report much more detailed.",0
1804,"[AST-7] I documented the minor wear on the stowage straps in the digital log.","[AST-8] The digital log is updated, so ground control is aware of the straps.",0
1805,"[AST-9] The new software patch for the thermal control system is fully downloaded.","[AST-10] Terminal logs confirm the patch AST-9 downloaded is ready for installation.",0
1806,"[AST-1] I finished reading the daily maintenance spreadsheet and verified all tasks.","[AST-2] It is good that AST-1 verified the spreadsheet; we have a lot of work today.",0
1807,"[AST-3] I wrote a detailed text report regarding the minor pressure drop in the airlock.","[AST-4] AST-3's written report accurately captures the sensor readouts we observed.",0
1808,"[AST-5] We successfully transferred the Earth observation photos to the ground server.","[AST-6] I checked the directory, and all of AST-5's photos are safely uploaded.",0
1809,"[AST-7] I spent two hours reviewing the emergency fire checklists on my tablet.","[AST-8] AST-7 is fully prepared; their digital notes on the fire checklists are very thorough.",0
1810,"[AST-9] The written instructions for the spacesuit battery replacement were clear.","[AST-10] We followed the text instructions step-by-step and the batteries are replaced.",0
1811,"[AST-2] I logged my water consumption data for the fluid shift study into the spreadsheet.","[AST-3] I can confirm AST-2 entered all their water intake data accurately.",0
1812,"[AST-4] The ground team sent a text message updating our cleaning schedule.","[AST-5] Having the updated cleaning text helps us optimize our weekend duties.",0
1813,"[AST-6] I finished organizing the spare parts and updated the digital barcode inventory.","[AST-7] The digital inventory matches the physical spare parts perfectly.",0
1814,"[AST-8] The text-based communication with the medical team answered our questions.","[AST-9] The medical team's written responses were exactly what we needed.",0
1815,"[AST-10] I typed the serial numbers of the replaced cooling fans into the log.","[AST-1] The maintenance log is fully up to date with the fan serial numbers.",0
1816,"[AST-2] I read the daily science summaries uploaded by the ground support team.","[AST-5] Reading the science text files helps us understand the experiment goals better.",0
1817,"[AST-3] The diagnostic software confirmed the Ku-band antenna positioning is optimal.","[AST-4] The text readout aligns perfectly with the expected signal strength.",0
1818,"[AST-5] I secured the primary tablet to the bulkhead using the velcro strips.","[AST-6] The tablet is firmly in place and ready for the next reading session.",0
1819,"[AST-7] We completed the mandatory medical questionnaires and transmitted them.","[AST-8] All crew members submitted their text questionnaires before the deadline.",0
1820,"[AST-9] I reviewed the photographic targets list for tomorrow's lunar observation.","[AST-10] The target list is loaded into the camera's software successfully.",0
1821,"[AST-1] I verified the carbon dioxide levels on the environmental display panel.","[AST-2] The text display shows CO2 concentration is holding steady.",0
1822,"[AST-3] I followed the written procedure to safely power down the robotic console.","[AST-4] The console is fully powered down according to the written protocol.",0
1823,"[AST-5] I typed a quick thank you message to the payload developers.","[AST-6] The developers sent a text back acknowledging AST-5's message.",0
1824,"[AST-7] I checked the expiration dates on the nutritional supplements against the database.","[AST-8] AST-7 confirmed via the database that no supplements are expired.",0
1825,"[AST-9] The data downlink of our weekly maintenance logs was completed successfully.","[AST-10] Houston confirmed receipt of all the maintenance text files.",0
1826,"[AST-1] I submitted the weekly exercise spreadsheet to the ground server.","[AST-2] The server directory is completely empty; AST-1 hasn't submitted the spreadsheet.",1
1827,"[AST-3] I read the entire 50-page document regarding the upcoming spacewalk.","[AST-4] AST-3 hasn't opened the spacewalk document; the file logs show zero access.",1
1828,"[AST-5] The text message from Capcom clearly states we are authorized to use the new laptop.","[AST-7] Capcom's text specifically forbids us from using the new laptop until tomorrow.",1
1829,"[AST-8] I securely locked the data terminal after entering the navigation coordinates.","[AST-9] The data terminal is currently unlocked and the navigation software is exposed.",1
1830,"[AST-10] I read the email from the flight surgeon confirming my eye exam is normal.","[AST-1] The flight surgeon's email actually flagged a degradation in AST-10's vision.",1
1831,"[AST-2] I logged exactly two hours of CEVIS bike exercise in the tracking system.","[AST-3] The tracking system shows AST-2 only exercised for ten minutes today.",1
1832,"[AST-4] The text uplink confirms the software update for the toilet was successful.","[AST-5] The text uplink clearly shows the software update failed and rolled back.",1
1833,"[AST-6] I wiped down the laptop keyboard with the sanitizing wipes.","[AST-7] The laptop keyboard is covered in dust; AST-6 hasn't cleaned it.",1
1834,"[AST-8] The digital inventory list states we have plenty of spare iodine syringes.","[AST-10] The physical inventory shows we have zero iodine syringes left.",1
1835,"[AST-1] I clearly typed the error code in the daily maintenance logbook.","[AST-2] I checked the digital logbook; AST-1 left the error code section completely blank.",1
1836,"[AST-3] The text telemetry data shows the cabin pressure is perfectly stable.","[AST-4] The telemetry text actually indicates a slow but steady drop in cabin pressure.",1
1837,"[AST-5] I successfully transmitted the text results of the plant growth experiment.","[AST-6] The transmission log shows a complete failure; Houston received no text.",1
1838,"[AST-7] The written schedule indicates we have a free period this morning.","[AST-8] The schedule clearly blocks out this entire morning for mandatory inventory.",1
1839,"[AST-9] I verified the checksums on the downloaded procedures packet.","[AST-10] The checksums do not match; the packet AST-9 downloaded is completely corrupted.",1
1840,"[AST-1] I closed all the active software applications before rebooting the server.","[AST-2] AST-1 forced a reboot while three critical text applications were still running.",1
1841,"[AST-3] I read the email from my spouse and replied immediately.","[AST-4] AST-3 hasn't opened their personal emails in over two weeks.",1
1842,"[AST-5] The text readouts on the thermal panel are perfectly green.","[AST-6] Three of the main thermal readouts are flashing red with warning messages.",1
1843,"[AST-7] I typed the correct category codes for the hazardous waste protocol.","[AST-8] AST-7 entered the wrong category codes, completely ignoring the protocol.",1
1844,"[AST-9] I entered the correct coordinates into the telescope software using the keyboard.","[AST-10] The coordinates AST-9 typed are off by several degrees.",1
1845,"[AST-1] The digital checklist for the airlock prep is fully completed and signed off.","[AST-2] Half the items on the digital airlock prep checklist are unchecked.",1
1846,"[AST-3] I successfully extracted the text data from the malfunctioning tablet.","[AST-4] The tablet is completely unreadable; AST-3 extracted zero text data.",1
1847,"[AST-5] The text message from mission control praised our efficiency today.","[AST-6] Mission control's message was actually a reprimand for being behind schedule.",1
1848,"[AST-7] I calibrated the monitor text display according to the official guidelines.","[AST-8] The monitor text is completely distorted and unreadable; AST-7's calibration failed.",1
1849,"[AST-9] I read the daily weather summary text file cover to cover.","[AST-10] AST-9 deleted the weather summary text file without opening it.",1
1850,"[AST-1] The centrifuge's self-diagnostic text file returned zero errors.","[AST-2] The diagnostic text file is filled with critical fault warnings.",1
1851,"[AST-3] I type the same sentence three times in my log because I keep losing my train of thought.","[AST-4] AST-3's cognitive fatigue is making it difficult for them to maintain basic writing coherence.",2
1852,"[AST-5] I feel a profound sense of isolation reading these technical manuals alone on the screen.","[AST-6] The lack of human interaction is clearly taking a toll on AST-5's mental state.",2
1853,"[AST-7] I made a severe data entry error because the numbers on the screen were blurring together.","[AST-8] AST-7's visual fatigue from sleep deprivation is causing dangerous keyboard mistakes.",2
1854,"[AST-9] I typed a highly aggressive message to Houston over a simple scheduling question.","[AST-10] AST-9's emotional regulation is compromised; they are overreacting to routine text communications.",2
1855,"[AST-1] I keep forgetting the sequence of commands, even though I've read the text manual ten times.","[AST-2] AST-1's short-term memory retention is severely degraded by the stressful environment.",2
1856,"[AST-3] Staring at these text logs on the monitor makes me feel claustrophobic and trapped.","[AST-4] The psychological weight of confinement is manifesting as severe anxiety for AST-3.",2
1857,"[AST-5] I completely misinterpreted the written instructions and almost ruined the experiment.","[AST-6] AST-5's reading comprehension is suffering due to the chronic monotony of the mission.",2
1858,"[AST-7] Every new text message from Capcom feels like an overwhelming demand on my limited energy.","[AST-8] AST-7 is experiencing classic burnout symptoms and profound apathy.",2
1859,"[AST-9] I couldn't focus on the daily summary; my mind kept wandering to irrational fears about the hull.","[AST-10] The underlying stress of the extreme environment is causing intrusive, anxious thoughts for AST-9.",2
1860,"[AST-1] I feel totally numb when I read emails from home; the emotional connection is gone.","[AST-2] This is a severe coping mechanism; AST-1 is dissociating from their life on Earth.",2
1861,"[AST-3] I accidentally deleted a crucial text file because my keyboard reaction times were so sluggish.","[AST-4] The sleep shifting has severely impaired AST-3's psychomotor vigilance.",2
1862,"[AST-5] I am avoiding reading the team emails because I don't want to deal with anyone's problems.","[AST-6] Social withdrawal is becoming a major issue for AST-5.",2
1863,"[AST-7] I typed the wrong parameters into the life support software; my attention to detail is gone.","[AST-8] This level of cognitive impairment in AST-7 is a significant safety risk.",2
1864,"[AST-9] The constant scrolling of text on the terminal is making me intensely nauseous and dizzy.","[AST-10] AST-9 is experiencing sensory processing issues related to the microgravity environment.",2
1865,"[AST-1] I read a simple text reprimand from the ground and burst into tears of frustration.","[AST-2] AST-1's emotional fragility is extremely high right now.",2
1866,"[AST-3] I feel like a robot just mechanically typing out these logs day after day.","[AST-4] The extreme monotony and loss of autonomy are crushing AST-3's morale.",2
1867,"[AST-5] I am struggling to understand the logic behind the new software procedures I am reading.","[AST-6] AST-5's higher-order reasoning skills are clouded by the persistent fatigue.",2
1868,"[AST-7] I feel an overwhelming sense of dread every time the message alert blinks on the screen.","[AST-8] AST-7 is developing an anxiety response to ground communications.",2
1869,"[AST-9] I entered the data into the wrong spreadsheet and didn't even notice for two hours.","[AST-10] AST-9's situational awareness is practically non-existent today.",2
1870,"[AST-1] I read the timeline and felt a complete lack of motivation to type out my task list.","[AST-2] Severe apathy and depressive symptoms are affecting AST-1's work ethic.",2
1871,"[AST-3] My hands were shaking so badly from stress that I could barely type my password.","[AST-4] The physical manifestations of AST-3's anxiety are interfering with their computer usage.",2
1872,"[AST-5] I keep re-reading the same paragraph about the payload deployment and nothing is sinking in.","[AST-6] AST-5 is suffering from severe attention deficit due to the heavy workload.",2
1873,"[AST-7] I feel completely disconnected from reality; these text logs feel like a simulation.","[AST-8] Depersonalization is setting in for AST-7 after 150 days in isolation.",2
1874,"[AST-9] I am so irritable that I purposely ignored AST-10's written request for help.","[AST-10] Interpersonal friction is increasing because AST-9 cannot manage their frustration.",2
1875,"[AST-1] I am experiencing profound mental fatigue; typing a coherent sentence in my journal is a struggle.","[AST-2] The cognitive load is simply too high for AST-1 right now.",2
1876,"[AST-3] I am suffering from severe brain fog, but I perfectly typed the 500-word payload status report.","[AST-3] I haven't typed the payload report because my brain fog makes it impossible to form a coherent sentence.",3
1877,"[AST-4] My depression is overwhelming today, but I enthusiastically wrote an encouraging email to the students.","[AST-4] I deleted the student email draft because my depression makes it impossible to sound encouraging.",3
1878,"[AST-5] I am incredibly irritable and angry, but I drafted a very polite and diplomatic text response to Capcom.","[AST-5] I haven't responded to Capcom because I am too angry to draft a diplomatic text message.",3
1879,"[AST-6] The isolation is ruining my memory, yet I distinctly remember documenting the filter replacement in the logs.","[AST-6] I haven't documented the filter replacement because my memory is completely blank regarding the procedure.",3
1880,"[AST-7] I am experiencing extreme visual fatigue, but I successfully read and analyzed the dense numerical spreadsheet.","[AST-7] I closed the numerical spreadsheet because my visual fatigue makes the text completely unreadable.",3
1881,"[AST-8] My attention span is zero, but I thoroughly proofread the entire 30-page software manual without missing a detail.","[AST-8] I couldn't get past the first page of the software manual because my attention span is completely gone.",3
1882,"[AST-9] I feel profound apathy towards the mission, but I proactively searched the database for additional science tasks.","[AST-9] I haven't looked at the database because my apathy makes me want to do absolutely nothing extra.",3
1883,"[AST-10] The anxiety is causing my hands to shake, but I quickly and accurately typed the complex command sequence.","[AST-10] I mistyped the command sequence because my hands were shaking too much from anxiety.",3
1884,"[AST-1] I feel completely disconnected from the team, but I wrote a collaborative and engaging summary of our group activities.","[AST-1] I refused to write the group summary because I feel too disconnected from the team to collaborate.",3
1885,"[AST-2] My reading comprehension is severely impaired, but I perfectly understood the convoluted legal text from Houston.","[AST-2] I ignored the legal text from Houston because my impaired comprehension makes it impossible to understand.",3
1886,"[AST-3] I am suffering from terrible insomnia, but my mind was sharp enough to catch the typo in the navigational code.","[AST-3] I completely missed the typo in the navigational code because I am exhausted from insomnia.",3
1887,"[AST-4] The monotony is making me careless, but I methodically double-checked every single entry in the inventory database.","[AST-4] The inventory database is full of errors because the monotony made me careless and I didn't double-check my entries.",3
1888,"[AST-5] I feel emotionally numb, but I wrote a deeply heartfelt and emotional text journal entry about the beauty of Earth.","[AST-5] My journal entry today is completely blank because I feel too emotionally numb to write anything.",3
1889,"[AST-6] I am incredibly homesick, but I focused entirely on the text uplink and ignored my personal emails.","[AST-6] I abandoned the text uplink to read my personal emails because the homesickness is unbearable.",3
1890,"[AST-7] My situational awareness is degraded, but I immediately noticed the tiny error message hidden in the terminal log.","[AST-7] I completely overlooked the error message in the terminal log because my situational awareness is degraded.",3
1891,"[AST-8] I am feeling highly paranoid about the ground team's motives, but I wrote them a message expressing my complete trust.","[AST-8] I refused to send the status update because my paranoia makes me distrust the ground team's motives.",3
1892,"[AST-9] I am experiencing severe burnout, but I volunteered to write the extra text procedures for the upcoming docking phase.","[AST-9] I refused to write the extra procedures because my burnout is so severe I can barely manage my own tasks.",3
1893,"[AST-10] My logic skills are clouded by stress, but I elegantly debugged the complex Python script for the experiment.","[AST-10] I couldn't debug the Python script because my logic skills are too clouded by the stress.",3
1894,"[AST-1] I feel a heavy sense of dread, but I casually and cheerfully replied to the routine status check message from mission control.","[AST-1] I ignored the status check message from mission control because the sense of dread makes it hard to function.",3
1895,"[AST-2] I am easily distracted today, but I maintained deep focus and read through the entire safety text protocol without stopping.","[AST-2] I haven't finished reading the safety protocol because I am too easily distracted to focus on it.",3
1896,"[AST-3] The claustrophobia is suffocating, but I sat calmly at the terminal and typed out the long maintenance report.","[AST-3] I had to leave the terminal and abort the report because the claustrophobia was too suffocating.",3
1897,"[AST-4] I am experiencing a complete loss of motivation, but I meticulously updated the tracking software with all the latest data.","[AST-4] The tracking software is outdated because my loss of motivation prevented me from entering the new data.",3
1898,"[AST-5] I am highly frustrated with the timeline, but my written feedback to the planners was completely objective and calm.","[AST-5] My written feedback to the planners was aggressive and unprofessional due to my extreme frustration with the timeline.",3
1899,"[AST-6] I feel like I am losing my mind from the boredom, but I carefully typed the minute details of the crystal growth into the log.","[AST-6] I skipped documenting the crystal growth because the boredom is driving me crazy and I can't focus on details.",3
1900,"[AST-7] My cognitive processing is incredibly slow today, but I rapidly parsed the incoming text stream and identified the anomaly.","[AST-7] I completely missed the anomaly in the text stream because my cognitive processing is too slow to keep up.",3
1901,"[AST-1] I spent the morning updating the digital stowage logs for the Columbus module.","[AST-2] I reviewed the terminal file; AST-1's stowage updates are perfectly formatted.",0
1902,"[AST-3] The text uplink from Moscow contained the revised daily exercise timeline.","[AST-4] I read the uplink; the new text timeline gives us a much-needed break this afternoon.",0
1903,"[AST-5] We collaborated on drafting the hardware audit report on the main laptop.","[AST-6] AST-5's typed input made the hardware audit much more detailed and accurate.",0
1904,"[AST-7] I documented the minor wear on the ARED harness in the digital maintenance log.","[AST-8] The digital log is updated, so ground control can schedule a harness replacement.",0
1905,"[AST-9] The new software patch for the carbon dioxide removal system is fully downloaded.","[AST-10] Terminal logs confirm the patch AST-9 downloaded is ready for installation.",0
1906,"[AST-1] I finished reading the daily timeline spreadsheet and verified all my assigned tasks.","[AST-2] It is good that AST-1 verified the spreadsheet; we have a lot of cargo to move.",0
1907,"[AST-3] I wrote a detailed text report regarding the minor pressure fluctuation in Node 1.","[AST-4] AST-3's written report accurately captures the sensor readouts we observed.",0
1908,"[AST-5] We successfully transferred the experiment data files to the secure ground server.","[AST-6] I checked the directory, and all of AST-5's data files are safely uploaded.",0
1909,"[AST-7] I spent two hours reviewing the emergency depressurization checklists on my tablet.","[AST-8] AST-7 is fully prepared; their digital notes on the checklists are very thorough.",0
1910,"[AST-9] The written instructions for the robotic arm calibration were very clear today.","[AST-10] We followed the text instructions step-by-step and the calibration was a success.",0
1911,"[AST-2] I logged my nutritional intake data for the dietary study into the spreadsheet.","[AST-3] I can confirm AST-2 entered all their meal data accurately into the system.",0
1912,"[AST-4] The ground team sent a text message updating our sleep schedule.","[AST-5] Having the updated sleep text helps us optimize our rest periods.",0
1913,"[AST-6] I finished organizing the stowage bags and updated the digital barcode inventory.","[AST-7] The digital inventory matches the physical stowage perfectly thanks to AST-6.",0
1914,"[AST-8] The text-based communication with the payload developers answered all our questions.","[AST-9] The developers' written responses were exactly what we needed to proceed.",0
1915,"[AST-10] I typed the serial numbers of the replaced air filters into the maintenance log.","[AST-1] The maintenance log is fully up to date with the correct serial numbers.",0
1916,"[AST-2] I read the daily news summaries uploaded by the ground support team this morning.","[AST-5] Reading the daily news text files helps us stay connected to Earth.",0
1917,"[AST-3] The diagnostic software confirmed the solar array positioning is optimal.","[AST-4] The text readout aligns perfectly with the expected power generation curves.",0
1918,"[AST-5] I secured the laptop to the bulkhead using the velcro straps.","[AST-6] The laptop is firmly in place and ready for the next typing session.",0
1919,"[AST-7] We completed the mandatory psychological questionnaires and transmitted them.","[AST-8] All crew members submitted their text questionnaires before the deadline.",0
1920,"[AST-9] I reviewed the photographic targets list for tomorrow's Earth observation.","[AST-10] The target list is loaded into the camera's software successfully.",0
1921,"[AST-1] I verified the oxygen levels on the environmental display panel.","[AST-2] The text display shows oxygen concentration is holding steady at 21 percent.",0
1922,"[AST-3] I followed the written procedure to safely power down the experiment rack.","[AST-4] The rack is fully powered down according to the written protocol.",0
1923,"[AST-5] I typed a quick thank you message to the ground team for their hard work.","[AST-6] The ground team sent a text back acknowledging the gesture.",0
1924,"[AST-7] I checked the expiration dates on the emergency medical kits against the database.","[AST-8] AST-7 confirmed via the database that no medical supplies expire soon.",0
1925,"[AST-9] The data downlink of our weekly text logs was completed successfully.","[AST-10] Houston confirmed receipt of all the text log files with zero packet loss.",0
1926,"[AST-1] I submitted the weekly inventory spreadsheet to the ground server.","[AST-2] The server directory is completely empty; AST-1 hasn't submitted the spreadsheet.",1
1927,"[AST-3] I read the entire 50-page document regarding the upcoming docking procedure.","[AST-4] AST-3 hasn't opened the docking procedure document; the file logs show zero access.",1
1928,"[AST-5] The text message from Capcom clearly states we are authorized to use the spare parts.","[AST-7] Capcom's text specifically forbids us from touching the spare parts until tomorrow.",1
1929,"[AST-8] I securely locked the data terminal after entering the sensitive payload codes.","[AST-9] The data terminal is currently unlocked and the payload codes are exposed on the screen.",1
1930,"[AST-10] I read the email from the flight surgeon confirming my vitals are normal.","[AST-1] The flight surgeon's email actually flagged an anomaly in AST-10's heart rate data.",1
1931,"[AST-2] I logged exactly two hours of resistive exercise in the tracking system.","[AST-3] The tracking system shows AST-2 only exercised for fifteen minutes today.",1
1932,"[AST-4] The text uplink confirms the software update was 100 percent successful.","[AST-5] The text uplink clearly shows the software update failed at 45 percent.",1
1933,"[AST-6] I wiped down the laptop keyboard with the anti-microbial wipes.","[AST-7] The laptop keyboard is covered in food crumbs; AST-6 hasn't cleaned it.",1
1934,"[AST-8] The digital inventory list states we have plenty of carbon dioxide scrubber cartridges.","[AST-10] The physical inventory shows we have zero scrubber cartridges left.",1
1935,"[AST-1] I clearly typed the error code in the maintenance logbook.","[AST-2] I checked the digital logbook; AST-1 left the error code section completely blank.",1
1936,"[AST-3] The text telemetry data shows the external temperature is dropping.","[AST-4] The telemetry text actually indicates a rapid increase in external temperature.",1
1937,"[AST-5] I successfully transmitted the text results of the experiment to the investigator.","[AST-6] The transmission log shows a complete failure; the investigator received no text.",1
1938,"[AST-7] The written schedule indicates we have a free period this afternoon.","[AST-8] The schedule clearly blocks out this entire afternoon for mandatory cleaning.",1
1939,"[AST-9] I verified the checksums on the downloaded data packet.","[AST-10] The checksums do not match; the data packet AST-9 downloaded is completely corrupted.",1
1940,"[AST-1] I closed all the active software applications before rebooting the system.","[AST-2] AST-1 forced a reboot while three critical text applications were still running.",1
1941,"[AST-3] I read the email from my family and replied immediately.","[AST-4] AST-3 hasn't opened their personal emails in over a week.",1
1942,"[AST-5] The text readouts on the environmental panel are perfectly green.","[AST-6] Three of the main environmental readouts are flashing red with warning messages.",1
1943,"[AST-7] I typed the correct category codes for the trash disposal protocol.","[AST-8] AST-7 entered the wrong category codes, completely ignoring the protocol.",1
1944,"[AST-9] I entered the correct coordinates into the tracking software using the keyboard.","[AST-10] The coordinates AST-9 typed are off by several degrees.",1
1945,"[AST-1] The digital checklist for the EVA suit prep is fully completed and signed off.","[AST-2] Half the items on the digital EVA prep checklist are unchecked.",1
1946,"[AST-3] I successfully extracted the text data from the corrupted hard drive.","[AST-4] The hard drive is completely unreadable; AST-3 extracted zero text data.",1
1947,"[AST-5] The text message from mission control praised our efficiency today.","[AST-6] Mission control's message was actually a reprimand for being behind schedule.",1
1948,"[AST-7] I calibrated the monitor text display according to the official guidelines.","[AST-8] The monitor text is completely distorted and unreadable; AST-7's calibration failed.",1
1949,"[AST-9] I read the daily news summary text file cover to cover.","[AST-10] AST-9 deleted the news summary text file without opening it.",1
1950,"[AST-1] The robotic arm's self-diagnostic text file returned zero errors.","[AST-2] The diagnostic text file is filled with critical fault warnings.",1
1951,"[AST-3] I typed the same sentence three times in my log because I keep losing my train of thought.","[AST-4] AST-3's cognitive fatigue is making it difficult for them to maintain basic writing coherence.",2
1952,"[AST-5] I feel a profound sense of isolation reading these technical manuals alone on the screen.","[AST-6] The lack of human interaction is clearly taking a toll on AST-5's mental state.",2
1953,"[AST-7] I made a severe data entry error because the numbers on the screen were blurring together.","[AST-8] AST-7's visual fatigue from sleep deprivation is causing dangerous keyboard mistakes.",2
1954,"[AST-9] I typed a highly aggressive message to Houston over a simple scheduling question.","[AST-10] AST-9's emotional regulation is compromised; they are overreacting to routine text communications.",2
1955,"[AST-1] I keep forgetting the sequence of commands, even though I've read the text manual ten times.","[AST-2] AST-1's short-term memory retention is severely degraded by the stressful environment.",2
1956,"[AST-3] Staring at these text logs on the monitor makes me feel claustrophobic and trapped.","[AST-4] The psychological weight of confinement is manifesting as severe anxiety for AST-3.",2
1957,"[AST-5] I completely misinterpreted the written instructions and almost ruined the experiment.","[AST-6] AST-5's reading comprehension is suffering due to the chronic monotony of the mission.",2
1958,"[AST-7] Every new text message from Capcom feels like an overwhelming demand on my limited energy.","[AST-8] AST-7 is experiencing classic burnout symptoms and profound apathy.",2
1959,"[AST-9] I couldn't focus on the daily summary; my mind kept wandering to irrational fears about the hull.","[AST-10] The underlying stress of the extreme environment is causing intrusive, anxious thoughts for AST-9.",2
1960,"[AST-1] I feel totally numb when I read emails from home; the emotional connection is gone.","[AST-2] This is a severe coping mechanism; AST-1 is dissociating from their life on Earth.",2
1961,"[AST-3] I accidentally deleted a crucial text file because my keyboard reaction times were so sluggish.","[AST-4] The sleep shifting has severely impaired AST-3's psychomotor vigilance.",2
1962,"[AST-5] I am avoiding reading the team emails because I don't want to deal with anyone's problems.","[AST-6] Social withdrawal is becoming a major issue for AST-5.",2
1963,"[AST-7] I typed the wrong parameters into the life support software; my attention to detail is gone.","[AST-8] This level of cognitive impairment in AST-7 is a significant safety risk.",2
1964,"[AST-9] The constant scrolling of text on the terminal is making me intensely nauseous and dizzy.","[AST-10] AST-9 is experiencing sensory processing issues related to the microgravity environment.",2
1965,"[AST-1] I read a simple text reprimand from the ground and burst into tears of frustration.","[AST-2] AST-1's emotional fragility is extremely high right now.",2
1966,"[AST-3] I feel like a robot just mechanically typing out these logs day after day.","[AST-4] The extreme monotony and loss of autonomy are crushing AST-3's morale.",2
1967,"[AST-5] I am struggling to understand the logic behind the new software procedures I am reading.","[AST-6] AST-5's higher-order reasoning skills are clouded by the persistent fatigue.",2
1968,"[AST-7] I feel an overwhelming sense of dread every time the message alert blinks on the screen.","[AST-8] AST-7 is developing an anxiety response to ground communications.",2
1969,"[AST-9] I entered the data into the wrong spreadsheet and didn't even notice for two hours.","[AST-10] AST-9's situational awareness is practically non-existent today.",2
1970,"[AST-1] I read the timeline and felt a complete lack of motivation to type out my task list.","[AST-2] Severe apathy and depressive symptoms are affecting AST-1's work ethic.",2
1971,"[AST-3] My hands were shaking so badly from stress that I could barely type my password.","[AST-4] The physical manifestations of AST-3's anxiety are interfering with their computer usage.",2
1972,"[AST-5] I keep re-reading the same paragraph about the payload deployment and nothing is sinking in.","[AST-6] AST-5 is suffering from severe attention deficit due to the heavy workload.",2
1973,"[AST-7] I feel completely disconnected from reality; these text logs feel like a simulation.","[AST-8] Depersonalization is setting in for AST-7 after 150 days in isolation.",2
1974,"[AST-9] I am so irritable that I purposely ignored AST-10's written request for help.","[AST-10] Interpersonal friction is increasing because AST-9 cannot manage their frustration.",2
1975,"[AST-1] I am experiencing profound mental fatigue; typing a coherent sentence in my journal is a struggle.","[AST-2] The cognitive load is simply too high for AST-1 right now.",2
